"date","city","forecast_lo_2_prev_PM","forecast_hi_2_prev_PM","forecast_lo_prev_AM","forecast_hi_prev_AM","forecast_lo_prev_PM","forecast_hi_prev_PM","forecast_lo_current_AM","forecast_hi_current_AM","actual_lo_current_PM","actual_hi_current_PM","actual_lo_next_AM","actual_hi_next_AM"
2021-04-09,"GRAND JUNCTION",37,63,35,63,NA,NA,33,61,37,63,31,63
2021-04-09,"GRAND RAPIDS",51,63,47,63,NA,NA,47,65,48,66,42,66
2021-04-09,"GREAT FALLS",26,57,36,57,NA,NA,36,56,24,56,41,56
2021-04-09,"GREEN BAY",46,58,44,57,NA,NA,45,55,47,57,50,57
2021-04-09,"GREENSBORO",57,74,58,78,NA,NA,57,80,58,81,56,81
2021-04-09,"HARRISBURG",51,61,51,60,NA,NA,53,61,52,58,53,58
2021-04-09,"HARTFORD SPGFLD",42,69,46,73,NA,NA,47,72,40,71,48,71
2021-04-09,"HELENA",24,58,33,58,NA,NA,32,59,29,60,31,60
2021-04-09,"HONOLULU",66,80,66,80,NA,NA,66,80,66,81,69,81
2021-04-09,"HOUSTON INTCNTL",67,88,67,86,NA,NA,65,86,71,84,70,84
2021-04-09,"HUNTSVILLE AL",56,79,61,78,NA,NA,62,81,52,80,60,80
2021-04-09,"INDIANAPOLIS",51,73,55,73,NA,NA,56,75,49,78,58,78
2021-04-09,"JACKSON MS",62,83,63,84,NA,NA,64,85,59,88,60,88
2021-04-09,"JACKSONVILLE",60,83,62,84,NA,NA,61,84,56,83,62,83
2021-04-09,"JUNEAU",32,39,28,39,NA,NA,22,37,32,36,28,36
2021-04-09,"KANSAS CITY",45,71,46,71,NA,NA,46,72,41,73,48,73
2021-04-09,"KEY WEST",73,82,74,83,NA,NA,74,82,74,83,75,83
2021-04-09,"KNOXVILLE",54,78,59,78,NA,NA,58,79,56,83,57,83
2021-04-09,"LAKE CHARLES",68,83,70,84,NA,NA,70,82,71,84,66,84
2021-04-09,"LANSING",52,66,49,66,NA,NA,49,69,50,72,41,72
2021-04-09,"LAS VEGAS",60,83,60,84,NA,NA,59,83,65,82,59,82
2021-04-09,"LEXINGTON",51,75,57,77,NA,NA,59,76,50,78,60,78
2021-04-10,"ABILENE TX",NA,NA,51,75,46,75,52,73,43,74,49,74
2021-04-10,"AKRON CANTON",NA,NA,55,80,57,80,55,80,57,80,56,80
2021-04-10,"ALBANY NY",NA,NA,54,74,47,75,51,74,49,74,51,74
2021-04-10,"ALBUQUERQUE",NA,NA,43,72,39,75,44,74,42,73,39,73
2021-04-10,"ALLENTOWN",NA,NA,56,67,51,67,55,67,50,68,51,68
2021-04-10,"AMARILLO",NA,NA,44,71,35,71,44,71,33,70,45,70
2021-04-10,"ANCHORAGE",NA,NA,18,22,3,22,18,22,4,19,17,22
2021-04-10,"ASHEVILLE",NA,NA,52,69,56,68,51,69,57,63,48,63
2021-04-10,"ATLANTA",NA,NA,58,72,61,71,57,69,62,70,57,70
2021-04-10,"ATLANTIC CITY",NA,NA,55,66,51,64,56,64,50,67,53,67
2021-04-10,"AUSTIN",NA,NA,51,81,58,81,48,80,57,79,38,79
2021-04-10,"BALTIMORE",NA,NA,59,71,54,73,59,73,53,69,59,69
2021-04-10,"BATON ROUGE",NA,NA,56,81,68,81,53,81,61,79,57,79
2021-04-10,"BILLINGS",NA,NA,30,63,35,64,30,66,43,68,29,68
2021-04-10,"BIRMINGHAM",NA,NA,52,75,64,75,50,74,60,76,52,76
2021-04-10,"BISMARCK",NA,NA,33,71,24,68,36,70,20,70,35,70
2021-04-10,"BOISE",NA,NA,29,55,40,57,28,57,36,61,30,61
2021-04-10,"BOSTON",NA,NA,48,70,48,71,47,71,48,78,47,78
2021-04-10,"BRIDGEPORT",NA,NA,50,63,47,62,50,62,48,64,50,64
2021-04-10,"BROWNSVILLE",NA,NA,67,87,70,87,67,87,74,87,71,87
2021-04-10,"BUFFALO",NA,NA,59,81,55,84,59,84,54,82,59,82
2021-04-10,"BURLINGTON VT",NA,NA,53,73,53,76,51,78,55,77,48,77
2021-04-10,"CARIBOU",NA,NA,32,57,39,58,29,56,40,61,28,61
2021-04-10,"CASPER",NA,NA,26,64,28,63,26,63,28,65,28,65
2021-04-10,"CHARLESTON SC",NA,NA,64,80,63,79,61,81,61,80,60,80
2021-04-10,"CHARLESTON WV",NA,NA,54,77,53,80,53,80,52,81,55,81
2021-04-10,"CHARLOTTE",NA,NA,61,78,60,78,61,80,59,73,60,73
2021-04-10,"CHATTANOOGA",NA,NA,52,75,62,73,52,72,61,74,55,74
2021-04-10,"CHEYENNE",NA,NA,30,62,27,62,28,64,26,64,28,64
2021-04-10,"CHICAGO",NA,NA,46,60,49,59,47,56,47,55,45,55
2021-04-10,"CINCINNATI",NA,NA,49,72,57,72,49,73,59,68,49,68
2021-04-10,"CLEVELAND",NA,NA,53,82,58,78,53,83,56,80,56,80
2021-04-10,"COLORADO SPGS",NA,NA,36,66,28,66,37,66,26,64,35,64
2021-04-10,"COLUMBIA SC",NA,NA,61,80,60,82,61,83,61,79,56,79
2021-04-10,"COLUMBUS GA",NA,NA,59,72,61,73,59,70,60,71,57,71
2021-04-10,"COLUMBUS OH",NA,NA,52,75,55,75,51,78,54,78,52,78
2021-04-10,"LINCOLN",NA,NA,36,64,42,63,35,62,46,64,29,64
2021-04-10,"LITTLE ROCK",NA,NA,47,69,57,68,46,68,55,68,46,68
2021-04-10,"LOS ANGELES",NA,NA,56,76,56,76,55,76,55,77,59,77
2021-04-10,"LOUISVILLE",NA,NA,50,72,62,72,50,72,65,69,53,69
2021-04-10,"LUBBOCK",NA,NA,48,74,40,74,48,74,36,72,49,72
2021-04-10,"MACON",NA,NA,59,75,60,76,58,75,57,72,55,72
2021-04-10,"MADISON",NA,NA,44,51,45,54,45,54,48,54,49,54
2021-04-10,"MEDFORD",NA,NA,31,57,38,58,33,59,43,60,34,60
2021-04-10,"MEMPHIS",NA,NA,50,71,61,71,49,71,60,71,50,71
2021-04-10,"MIAMI BEACH",NA,NA,72,82,70,83,73,83,71,85,72,85
2021-04-10,"MIDLAND ODESSA",NA,NA,53,77,47,77,53,76,44,74,54,74
2021-04-10,"MILWAUKEE",NA,NA,43,47,43,49,43,50,46,54,42,54
2021-04-10,"MPLS ST PAUL",NA,NA,42,55,43,55,41,53,42,48,42,48
2021-04-10,"MISSOULA",NA,NA,23,43,33,44,23,45,28,49,22,49
2021-04-10,"MOBILE",NA,NA,57,77,64,78,59,78,59,73,63,73
2021-04-10,"MONTGOMERY",NA,NA,57,77,65,77,56,76,64,75,60,75
2021-04-10,"NASHVILLE",NA,NA,50,74,62,74,48,75,62,72,50,72
2021-04-10,"NEW ORLEANS",NA,NA,61,81,69,81,61,81,63,78,67,78
2021-04-10,"NEW YORK CITY",NA,NA,54,64,50,65,55,64,50,70,54,70
2021-04-10,"NEWARK",NA,NA,55,66,50,66,55,66,49,67,52,67
2021-04-10,"NORFOLK VA",NA,NA,64,78,59,80,64,78,56,75,64,75
2021-04-10,"NORTH PLATTE",NA,NA,34,66,27,66,33,66,22,67,30,67
2021-04-10,"OKLAHOMA CITY",NA,NA,43,67,40,67,43,67,41,67,37,67
2021-04-10,"OMAHA",NA,NA,38,62,44,61,37,60,46,63,34,63
2021-04-10,"ORLANDO",NA,NA,67,89,62,89,67,89,64,90,61,90
2021-04-10,"PADUCAH",NA,NA,48,70,60,70,49,69,61,69,53,69
2021-04-10,"PENDLETON",NA,NA,27,52,37,49,26,51,42,52,25,52
2021-04-10,"PEORIA",NA,NA,46,58,51,58,46,60,50,59,45,59
2021-04-10,"PHILADELPHIA",NA,NA,59,71,54,68,58,68,51,71,56,71
2021-04-10,"PHOENIX",NA,NA,64,94,63,95,65,94,63,94,66,94
2021-04-10,"PITTSBURGH",NA,NA,57,74,53,79,55,80,52,80,57,80
2021-04-10,"POCATELLO",NA,NA,25,61,30,61,24,61,26,64,31,64
2021-04-10,"PORTLAND ME",NA,NA,43,64,42,65,45,64,38,69,41,69
2021-04-10,"PORTLAND OR",NA,NA,34,52,41,52,31,52,42,53,34,53
2021-04-10,"PROVIDENCE",NA,NA,50,69,45,69,53,68,44,72,53,72
2021-04-10,"PUEBLO",NA,NA,35,72,28,73,35,73,23,72,29,72
2021-04-10,"RALEIGH DURHAM",NA,NA,62,80,59,81,63,81,57,79,61,79
2021-04-10,"RAPID CITY",NA,NA,31,68,24,66,32,67,22,66,36,66
2021-04-10,"RENO",NA,NA,38,74,38,74,39,74,38,74,43,74
2021-04-10,"RICHMOND",NA,NA,61,78,55,79,62,78,53,77,57,77
2021-04-10,"ROANOKE",NA,NA,59,71,56,71,56,73,54,65,53,65
2021-04-10,"ROCHESTER NY",NA,NA,58,80,53,81,58,82,52,79,58,79
2021-04-10,"ROCKFORD",NA,NA,45,55,46,55,48,56,51,56,46,56
2021-04-10,"SACRAMENTO",NA,NA,46,80,44,79,48,81,45,80,49,80
2021-04-10,"ST LOUIS",NA,NA,48,62,56,63,48,62,58,60,49,60
2021-04-10,"ST PETERSBURG",NA,NA,72,82,66,82,71,82,68,82,68,82
2021-04-10,"ST THOMAS VI",NA,NA,70,83,70,83,71,85,74,85,74,85
2021-04-10,"CONCORD NH",NA,NA,47,74,42,74,47,74,38,79,47,79
2021-04-10,"CORPUS CHRISTI",NA,NA,61,86,65,87,61,86,72,87,58,87
2021-04-10,"DALLAS FT WORTH",NA,NA,52,75,52,75,51,74,52,74,49,74
2021-04-10,"DAYTON",NA,NA,50,73,56,73,49,75,55,74,50,74
2021-04-10,"DAYTONA BEACH",NA,NA,67,87,62,86,66,88,65,89,59,89
2021-04-10,"DENVER",NA,NA,37,67,31,68,38,68,25,69,46,69
2021-04-10,"DES MOINES",NA,NA,40,57,45,56,41,55,46,55,39,55
2021-04-10,"DETROIT",NA,NA,51,75,52,77,51,77,50,73,50,73
2021-04-10,"DULUTH",NA,NA,38,48,38,49,39,48,37,46,39,46
2021-04-10,"EL PASO",NA,NA,57,84,52,85,61,84,56,85,59,85
2021-04-10,"ELKINS",NA,NA,52,76,45,77,51,78,41,74,49,74
2021-04-10,"ERIE",NA,NA,55,80,58,77,55,84,58,83,61,83
2021-04-10,"EUGENE",NA,NA,30,52,38,52,28,53,41,53,30,53
2021-04-10,"EVANSVILLE",NA,NA,48,71,61,72,50,71,61,72,51,72
2021-04-10,"FAIRBANKS",NA,NA,1,11,-30,15,1,15,-29,16,-15,17
2021-04-10,"FARGO",NA,NA,32,57,33,56,32,58,31,58,30,58
2021-04-10,"FLAGSTAFF",NA,NA,32,67,27,67,29,67,27,68,27,68
2021-04-10,"FLINT",NA,NA,52,75,51,76,51,76,45,77,49,77
2021-04-10,"FORT SMITH",NA,NA,45,69,48,64,44,66,50,64,42,64
2021-04-10,"FORT WAYNE",NA,NA,47,70,52,70,46,70,47,71,44,71
2021-04-10,"FRESNO",NA,NA,50,79,47,79,50,78,47,74,55,75
2021-04-10,"GOODLAND",NA,NA,35,67,25,67,36,66,23,68,36,68
2021-04-10,"GRAND JUNCTION",NA,NA,40,71,33,70,39,71,31,72,36,72
2021-04-10,"GRAND RAPIDS",NA,NA,48,68,46,73,48,70,42,70,46,70
2021-04-10,"GREAT FALLS",NA,NA,24,49,37,49,25,50,41,53,25,53
2021-04-10,"GREEN BAY",NA,NA,45,54,44,56,44,55,50,55,46,55
2021-04-10,"GREENSBORO",NA,NA,59,77,57,78,60,78,56,77,60,77
2021-04-10,"HARRISBURG",NA,NA,59,71,52,70,58,70,53,67,57,67
2021-04-10,"HARTFORD SPGFLD",NA,NA,52,74,47,72,53,72,48,76,51,76
2021-04-10,"HELENA",NA,NA,24,50,32,52,26,52,31,52,29,52
2021-04-10,"HONOLULU",NA,NA,64,80,66,80,64,80,67,80,68,80
2021-04-10,"HOUSTON INTCNTL",NA,NA,56,82,65,82,54,81,65,86,51,86
2021-04-10,"HUNTSVILLE AL",NA,NA,49,74,62,73,48,72,60,74,47,74
2021-04-10,"INDIANAPOLIS",NA,NA,47,68,57,70,47,67,58,64,47,64
2021-04-10,"JACKSON MS",NA,NA,52,78,63,77,50,78,60,79,48,79
2021-04-10,"JACKSONVILLE",NA,NA,64,86,62,86,63,87,62,85,56,85
2021-04-10,"JUNEAU",NA,NA,24,33,22,33,24,33,26,28,25,28
2021-04-10,"KANSAS CITY",NA,NA,41,59,47,60,38,57,48,60,40,60
2021-04-10,"KEY WEST",NA,NA,76,83,74,83,76,83,75,85,76,85
2021-04-10,"KNOXVILLE",NA,NA,53,73,59,72,52,72,57,72,54,72
2021-04-10,"LAKE CHARLES",NA,NA,55,82,68,83,54,83,66,83,59,83
2021-04-10,"LANSING",NA,NA,49,71,47,74,48,72,41,74,48,74
2021-04-10,"LAS VEGAS",NA,NA,62,88,58,88,61,87,59,86,65,86
2021-04-10,"LEXINGTON",NA,NA,47,72,58,71,48,70,60,64,48,64
2021-04-10,"SALEM OR",NA,NA,30,51,39,52,29,54,42,52,30,52
2021-04-10,"SALT LAKE CITY",NA,NA,38,68,41,69,38,68,39,69,40,69
2021-04-10,"SAN ANGELO",NA,NA,51,79,48,79,51,78,48,79,49,79
2021-04-10,"SAN ANTONIO",NA,NA,55,84,61,84,55,83,61,87,52,87
2021-04-10,"SAN DIEGO",NA,NA,54,69,55,70,57,69,59,70,57,70
2021-04-10,"SAN FRANCISCO",NA,NA,48,64,48,64,48,64,49,64,48,64
2021-04-10,"SAN JOSE",NA,NA,46,70,45,70,46,70,44,69,43,69
2021-04-10,"SAN JUAN PR",NA,NA,72,82,71,82,71,83,71,83,71,83
2021-04-10,"SANTA FE",NA,NA,34,68,28,72,34,71,26,72,38,72
2021-04-10,"ST STE MARIE",NA,NA,48,61,46,61,49,61,49,63,53,63
2021-04-10,"SAVANNAH",NA,NA,63,82,63,81,61,82,63,79,58,79
2021-04-10,"SEATTLE",NA,NA,33,50,37,50,34,50,40,53,35,53
2021-04-10,"SHREVEPORT",NA,NA,48,75,58,73,48,73,59,76,46,76
2021-04-10,"SIOUX CITY",NA,NA,34,62,39,59,35,61,42,62,28,62
2021-04-10,"SIOUX FALLS",NA,NA,34,60,36,57,33,60,38,61,29,61
2021-04-10,"SOUTH BEND",NA,NA,46,67,49,67,45,68,43,68,47,68
2021-04-10,"SPOKANE",NA,NA,25,47,34,47,23,46,37,48,24,48
2021-04-10,"SPRINGFIELD IL",NA,NA,46,62,55,62,45,61,51,61,46,61
2021-04-10,"SPRINGFIELD MO",NA,NA,41,54,47,56,40,52,49,56,40,56
2021-04-10,"SYRACUSE",NA,NA,56,82,50,82,55,82,45,81,58,81
2021-04-10,"TALLAHASSEE",NA,NA,62,78,61,79,61,78,57,71,55,71
2021-04-10,"TAMPA",NA,NA,72,85,66,84,71,85,69,85,66,85
2021-04-10,"TOLEDO",NA,NA,50,77,55,78,50,78,51,80,53,80
2021-04-10,"TOPEKA",NA,NA,38,62,45,61,36,61,47,63,36,63
2021-04-10,"TUCSON",NA,NA,58,91,57,92,58,91,56,91,58,91
2021-04-10,"TULSA",NA,NA,45,67,45,65,45,63,44,68,42,68
2021-04-10,"TUPELO",NA,NA,47,75,62,74,47,75,62,75,47,75
2021-04-10,"WACO",NA,NA,48,77,53,77,46,76,55,77,41,77
2021-04-10,"WASHINGTON DC",NA,NA,62,74,57,75,62,75,55,74,61,74
2021-04-10,"W PALM BEACH",NA,NA,71,83,69,83,71,83,72,86,68,86
2021-04-10,"WICHITA",NA,NA,41,66,40,66,38,65,40,66,37,66
2021-04-10,"WICHITA FALLS",NA,NA,46,75,42,73,45,73,42,73,45,73
2021-04-10,"WILKES BARRE",NA,NA,57,75,51,75,58,75,52,73,56,73
2021-04-10,"WILMINGTON DE",NA,NA,58,70,53,67,58,67,51,71,55,71
2021-04-10,"YAKIMA",NA,NA,28,54,35,51,27,54,43,52,22,52
2021-04-10,"YOUNGSTOWN",NA,NA,56,80,56,80,56,82,55,80,57,80
2021-04-10,"YUMA",NA,NA,63,95,62,95,63,96,62,95,65,95
2021-04-11,"SALEM OR",31,58,33,58,30,56,34,59,30,58,36,58
2021-04-11,"SALT LAKE CITY",37,52,34,53,39,54,34,54,39,54,33,54
2021-04-11,"SAN ANGELO",53,91,58,92,52,92,59,92,49,96,64,96
2021-04-11,"SAN ANTONIO",56,92,65,90,54,88,65,90,52,89,67,89
2021-04-11,"SAN DIEGO",55,69,57,68,55,70,56,68,57,67,60,67
2021-04-11,"SAN FRANCISCO",48,66,49,67,48,66,49,65,48,68,49,68
2021-04-11,"SAN JOSE",45,73,47,74,45,73,46,77,43,73,45,73
2021-04-11,"SAN JUAN PR",72,85,73,84,71,84,71,83,71,84,72,84
2021-04-11,"SANTA FE",33,73,36,74,33,74,36,74,36,75,42,75
2021-04-11,"ST STE MARIE",48,59,44,59,50,59,47,62,53,62,48,62
2021-04-11,"SAVANNAH",63,79,56,80,62,80,56,78,58,74,59,74
2021-04-11,"SEATTLE",34,54,36,54,34,54,36,54,35,54,39,54
2021-04-11,"SHREVEPORT",49,81,55,82,48,81,54,82,46,84,51,84
2021-04-11,"SIOUX CITY",34,66,37,67,33,65,37,66,28,66,37,66
2021-04-11,"SIOUX FALLS",33,62,36,63,33,62,35,63,29,64,36,64
2021-04-11,"SOUTH BEND",45,50,44,52,48,54,43,57,47,56,41,56
2021-04-11,"SPOKANE",24,50,27,51,24,50,27,50,24,49,28,49
2021-04-11,"SPRINGFIELD IL",46,64,46,62,46,61,43,60,46,56,40,56
2021-04-11,"SPRINGFIELD MO",41,72,46,72,41,73,44,72,40,75,45,75
2021-04-11,"SYRACUSE",56,71,51,71,55,71,50,71,58,72,49,72
2021-04-11,"TALLAHASSEE",64,78,57,80,64,80,54,79,55,72,53,72
2021-04-11,"TAMPA",71,80,69,79,70,79,69,78,66,76,68,76
2021-04-11,"TOLEDO",50,61,45,60,49,56,46,60,53,58,48,58
2021-04-11,"TOPEKA",38,74,44,75,37,75,44,75,36,79,45,79
2021-04-11,"TUCSON",58,90,60,91,58,91,61,91,58,91,66,91
2021-04-11,"TULSA",45,79,50,79,44,80,49,82,42,84,49,84
2021-04-11,"TUPELO",48,75,50,75,47,76,49,75,47,76,50,76
2021-04-11,"WACO",48,87,61,85,46,85,61,85,41,85,61,85
2021-04-11,"WASHINGTON DC",63,78,57,80,60,79,57,79,61,79,56,79
2021-04-11,"W PALM BEACH",70,85,68,85,71,86,68,86,68,91,67,91
2021-04-11,"WICHITA",38,76,44,75,37,79,44,78,37,83,47,83
2021-04-11,"WICHITA FALLS",46,86,51,88,43,86,52,86,45,86,51,86
2021-04-11,"WILKES BARRE",57,71,51,70,57,68,51,68,56,64,47,64
2021-04-11,"WILMINGTON DE",58,74,53,75,58,73,53,69,55,73,48,73
2021-04-11,"YAKIMA",26,56,32,57,26,55,30,57,22,56,24,56
2021-04-11,"YOUNGSTOWN",55,66,47,64,54,62,48,67,57,66,49,66
2021-04-11,"YUMA",62,92,62,93,62,93,62,93,65,92,63,92
2021-04-11,"ABILENE TX",52,90,54,90,52,89,55,89,49,93,60,93
2021-04-11,"AKRON CANTON",55,64,47,63,52,59,49,63,56,63,50,63
2021-04-11,"ALBANY NY",51,60,47,63,50,65,44,63,51,70,43,70
2021-04-11,"ALBUQUERQUE",43,77,46,78,42,77,46,78,39,78,52,78
2021-04-11,"ALLENTOWN",55,68,49,70,55,67,49,62,51,61,46,61
2021-04-11,"AMARILLO",44,85,39,82,44,82,40,82,45,82,40,82
2021-04-11,"ANCHORAGE",18,33,30,32,18,32,30,32,16,23,22,24
2021-04-11,"ASHEVILLE",52,71,42,73,52,73,45,74,48,73,44,73
2021-04-11,"ATLANTA",58,74,53,73,58,73,53,75,57,75,52,75
2021-04-11,"ATLANTIC CITY",56,69,49,71,55,70,51,64,53,63,46,63
2021-04-11,"AUSTIN",51,90,62,88,49,86,63,87,38,87,61,87
2021-04-11,"BALTIMORE",60,77,53,78,57,78,54,77,59,81,53,81
2021-04-11,"BATON ROUGE",56,79,57,79,54,78,53,79,57,78,51,78
2021-04-11,"BILLINGS",30,45,25,46,30,46,27,47,29,46,24,46
2021-04-11,"BIRMINGHAM",51,75,51,74,51,74,51,75,52,75,48,75
2021-04-11,"BISMARCK",32,51,29,47,37,51,28,48,35,46,33,46
2021-04-11,"BOISE",27,52,32,51,27,51,31,51,29,52,28,52
2021-04-11,"BOSTON",48,50,44,49,49,49,44,49,47,49,45,49
2021-04-11,"BRIDGEPORT",51,59,45,59,51,58,45,57,50,53,47,53
2021-04-11,"BROWNSVILLE",68,85,71,83,70,88,72,87,71,85,73,85
2021-04-11,"BUFFALO",58,70,49,69,59,64,51,68,59,67,50,67
2021-04-11,"BURLINGTON VT",50,68,47,67,51,68,48,69,48,72,49,72
2021-04-11,"CARIBOU",32,53,41,56,29,58,41,56,28,57,47,57
2021-04-11,"CASPER",26,42,20,42,26,42,23,42,27,45,23,45
2021-04-11,"CHARLESTON SC",64,79,58,80,63,79,58,79,60,77,60,77
2021-04-11,"CHARLESTON WV",53,70,49,69,54,69,49,68,55,65,52,65
2021-04-11,"CHARLOTTE",61,77,51,78,61,78,52,77,60,76,46,76
2021-04-11,"CHATTANOOGA",52,74,49,74,52,74,50,75,55,75,48,75
2021-04-11,"CHEYENNE",30,45,22,45,31,46,23,48,27,47,22,47
2021-04-11,"CHICAGO",47,52,46,55,46,54,47,58,45,56,50,56
2021-04-11,"CINCINNATI",49,64,47,62,49,56,48,54,49,52,48,52
2021-04-11,"CLEVELAND",53,63,47,62,52,59,48,66,56,63,49,63
2021-04-11,"COLORADO SPGS",36,66,26,67,36,66,29,67,35,65,26,65
2021-04-11,"COLUMBIA SC",61,80,54,80,61,79,54,80,56,79,47,79
2021-04-11,"COLUMBUS GA",59,77,51,76,61,76,52,78,57,79,49,79
2021-04-11,"COLUMBUS OH",50,62,47,61,52,59,49,58,52,58,50,58
2021-04-11,"LINCOLN",34,70,37,66,34,69,38,69,29,70,43,70
2021-04-11,"LITTLE ROCK",46,77,51,77,46,77,51,77,46,80,52,80
2021-04-11,"LOS ANGELES",55,75,55,74,56,74,55,74,58,74,59,74
2021-04-11,"LOUISVILLE",50,69,50,69,49,64,45,60,53,59,47,59
2021-04-11,"LUBBOCK",47,87,45,87,46,87,47,87,47,87,49,87
2021-04-11,"MACON",58,79,49,78,60,78,51,79,55,81,47,81
2021-04-11,"MADISON",45,51,42,53,47,52,43,53,49,56,48,56
2021-04-11,"MEDFORD",33,67,35,67,33,67,36,67,32,68,37,68
2021-04-11,"MEMPHIS",49,75,55,75,49,75,53,75,50,74,52,74
2021-04-11,"MIAMI BEACH",72,85,71,86,73,87,71,87,72,91,66,91
2021-04-11,"MIDLAND ODESSA",54,89,53,90,52,91,52,90,54,91,62,91
2021-04-11,"MILWAUKEE",43,48,43,52,43,49,45,51,42,56,48,56
2021-04-11,"MPLS ST PAUL",40,60,42,57,42,58,44,55,42,55,45,55
2021-04-11,"MISSOULA",22,47,25,48,22,47,25,47,21,48,23,48
2021-04-11,"MOBILE",59,80,55,80,60,79,53,79,63,80,47,80
2021-04-11,"MONTGOMERY",57,78,50,77,57,77,51,77,60,78,49,78
2021-04-11,"NASHVILLE",49,73,52,73,49,73,50,74,50,73,50,73
2021-04-11,"NEW ORLEANS",61,79,62,78,62,77,59,79,67,81,61,81
2021-04-11,"NEW YORK CITY",54,64,50,62,56,61,47,60,54,57,45,57
2021-04-11,"NEWARK",55,66,50,64,56,63,48,61,52,58,44,58
2021-04-11,"NORFOLK VA",64,81,60,80,63,80,58,80,64,81,59,81
2021-04-11,"NORTH PLATTE",34,60,26,59,34,60,26,60,30,61,31,61
2021-04-11,"OKLAHOMA CITY",43,79,47,81,42,80,48,81,37,82,52,82
2021-04-11,"OMAHA",36,71,39,67,36,69,40,68,34,69,41,69
2021-04-11,"ORLANDO",67,80,64,80,67,79,62,77,61,70,58,70
2021-04-11,"PADUCAH",48,72,52,73,50,71,48,73,53,75,44,75
2021-04-11,"PENDLETON",26,53,29,55,26,52,29,54,23,53,24,53
2021-04-11,"PEORIA",46,61,44,56,46,58,42,56,45,52,44,52
2021-04-11,"PHILADELPHIA",58,74,54,75,58,72,52,67,56,69,47,69
2021-04-11,"PHOENIX",64,92,67,93,64,92,68,93,65,93,69,93
2021-04-11,"PITTSBURGH",56,66,49,66,55,66,49,67,57,66,49,66
2021-04-11,"POCATELLO",24,49,21,49,26,49,21,49,30,46,23,46
2021-04-11,"PORTLAND ME",43,51,40,54,45,50,40,47,41,50,37,50
2021-04-11,"PORTLAND OR",33,60,35,58,33,56,36,59,33,60,38,60
2021-04-11,"PROVIDENCE",50,55,44,55,52,55,45,54,52,54,44,54
2021-04-11,"PUEBLO",35,73,29,75,34,74,32,75,29,77,27,77
2021-04-11,"RALEIGH DURHAM",62,80,54,80,60,79,54,79,61,79,49,79
2021-04-11,"RAPID CITY",31,47,24,47,32,47,24,47,36,50,26,50
2021-04-11,"RENO",38,68,36,68,39,68,37,69,41,68,37,68
2021-04-11,"RICHMOND",62,80,53,80,62,80,53,80,57,80,53,80
2021-04-11,"ROANOKE",56,76,50,75,55,75,49,73,53,75,46,75
2021-04-11,"ROCHESTER NY",58,71,50,71,58,65,53,66,58,62,53,62
2021-04-11,"ROCKFORD",45,53,42,54,47,53,43,58,46,58,50,58
2021-04-11,"SACRAMENTO",48,82,48,81,47,82,48,82,45,84,46,84
2021-04-11,"ST LOUIS",48,70,49,70,47,69,46,68,49,69,45,69
2021-04-11,"ST PETERSBURG",71,79,70,78,71,78,70,78,68,76,67,76
2021-04-11,"ST THOMAS VI",70,85,72,84,71,84,72,85,74,82,72,82
2021-04-11,"CONCORD NH",47,56,41,57,47,54,42,52,47,61,40,61
2021-04-11,"CORPUS CHRISTI",62,83,67,82,61,82,69,82,58,82,65,82
2021-04-11,"DALLAS FT WORTH",52,85,61,85,50,84,61,85,49,87,63,87
2021-04-11,"DAYTON",49,61,47,59,49,55,48,55,50,53,46,53
2021-04-11,"DAYTONA BEACH",64,80,62,81,66,79,61,76,59,67,59,67
2021-04-11,"DENVER",38,57,27,55,39,54,27,56,37,56,22,56
2021-04-11,"DES MOINES",40,66,42,68,41,65,43,65,39,64,42,64
2021-04-11,"DETROIT",51,52,47,55,51,52,48,57,50,59,48,59
2021-04-11,"DULUTH",38,50,38,47,39,49,38,45,39,45,41,45
2021-04-11,"EL PASO",64,85,60,85,59,86,62,86,59,86,67,86
2021-04-11,"ELKINS",51,70,42,69,52,70,43,69,49,67,42,67
2021-04-11,"ERIE",55,65,49,64,53,62,48,66,61,70,51,70
2021-04-11,"EUGENE",29,59,31,59,28,55,31,58,30,59,33,59
2021-04-11,"EVANSVILLE",49,70,50,69,51,67,46,66,51,70,42,70
2021-04-11,"FAIRBANKS",2,33,23,34,-1,33,25,33,-15,33,25,33
2021-04-11,"FARGO",31,57,34,56,32,58,36,56,30,59,40,59
2021-04-11,"FLAGSTAFF",31,67,31,67,27,68,34,68,27,67,33,67
2021-04-11,"FLINT",51,52,47,55,51,55,46,61,49,64,48,64
2021-04-11,"FORT SMITH",44,80,52,79,44,80,51,81,42,82,51,82
2021-04-11,"FORT WAYNE",46,52,45,52,47,53,46,56,44,56,46,56
2021-04-11,"FRESNO",50,82,52,82,50,82,52,82,54,79,55,80
2021-04-11,"GOODLAND",35,63,26,61,36,61,28,61,36,62,22,62
2021-04-11,"GRAND JUNCTION",40,70,34,70,37,70,34,70,36,73,32,73
2021-04-11,"GRAND RAPIDS",47,55,44,54,49,54,44,58,46,61,43,61
2021-04-11,"GREAT FALLS",24,42,21,42,25,42,23,42,25,35,17,35
2021-04-11,"GREEN BAY",44,54,42,53,46,52,42,54,46,57,43,57
2021-04-11,"GREENSBORO",59,76,51,77,58,76,51,74,60,75,48,75
