"date","city","forecast_lo_2_prev_PM","forecast_hi_2_prev_PM","forecast_lo_prev_AM","forecast_hi_prev_AM","forecast_lo_prev_PM","forecast_hi_prev_PM","forecast_lo_current_AM","forecast_hi_current_AM","actual_lo_current_PM","actual_hi_current_PM","actual_lo_next_AM","actual_hi_next_AM"
2021-05-10,"SALEM OR",43,69,43,72,43,72,45,71,47,72,45,72
2021-05-10,"SALT LAKE CITY",44,61,42,60,44,61,42,60,45,61,42,61
2021-05-10,"SAN ANGELO",61,78,57,70,60,75,58,69,64,67,56,67
2021-05-10,"SAN ANTONIO",72,91,68,87,72,86,67,86,75,87,63,87
2021-05-10,"SAN DIEGO",57,68,58,68,58,68,58,68,61,67,62,67
2021-05-10,"SAN FRANCISCO",53,75,52,77,52,78,53,76,52,84,52,84
2021-05-10,"SAN JOSE",54,84,53,84,54,85,54,85,53,85,54,85
2021-05-10,"SAN JUAN PR",75,85,74,83,76,83,76,85,76,88,77,88
2021-05-10,"SANTA FE",43,74,42,74,42,74,43,75,46,78,42,78
2021-05-10,"ST STE MARIE",36,48,35,49,34,46,33,45,35,49,37,49
2021-05-10,"SAVANNAH",67,87,66,87,66,86,66,86,68,83,66,83
2021-05-10,"SEATTLE",45,66,46,65,45,66,46,65,46,67,46,67
2021-05-10,"SHREVEPORT",65,73,58,68,62,69,58,68,65,69,59,69
2021-05-10,"SIOUX CITY",37,62,37,62,38,63,37,65,34,64,31,64
2021-05-10,"SIOUX FALLS",35,61,35,61,38,61,34,61,43,62,29,62
2021-05-10,"SOUTH BEND",34,54,33,54,34,54,33,54,34,56,32,56
2021-05-10,"SPOKANE",39,66,40,66,41,66,42,66,42,65,43,65
2021-05-10,"SPRINGFIELD IL",38,61,41,62,37,64,43,64,36,63,44,63
2021-05-10,"SPRINGFIELD MO",43,60,43,60,41,61,42,59,46,55,41,55
2021-05-10,"SYRACUSE",43,58,39,59,42,60,38,58,44,59,39,59
2021-05-10,"TALLAHASSEE",64,85,68,85,66,85,67,84,67,81,66,81
2021-05-10,"TAMPA",75,90,75,90,75,90,74,90,75,91,77,91
2021-05-10,"TOLEDO",36,59,37,56,34,59,35,58,35,58,37,58
2021-05-10,"TOPEKA",42,58,45,61,43,61,44,63,41,64,49,64
2021-05-10,"TUCSON",60,92,60,93,59,91,59,93,62,93,57,93
2021-05-10,"TULSA",47,62,50,64,48,66,50,65,52,64,46,64
2021-05-10,"TUPELO",56,69,53,69,55,69,54,69,57,66,55,66
2021-05-10,"WACO",63,77,60,69,62,73,60,72,63,68,59,68
2021-05-10,"WASHINGTON DC",59,69,49,70,56,68,49,68,54,67,52,67
2021-05-10,"W PALM BEACH",74,88,74,88,74,87,73,88,80,90,76,90
2021-05-10,"WICHITA",44,57,45,59,46,59,46,59,47,63,47,63
2021-05-10,"WICHITA FALLS",50,63,52,65,49,63,53,65,51,60,53,60
2021-05-10,"WILKES BARRE",45,61,40,62,41,61,39,61,44,61,37,61
2021-05-10,"WILMINGTON DE",53,68,46,68,53,65,46,65,50,64,45,64
2021-05-10,"YAKIMA",40,73,43,73,40,74,43,73,41,74,46,74
2021-05-10,"YOUNGSTOWN",39,57,36,54,36,57,38,54,34,59,40,59
2021-05-10,"YUMA",64,92,64,93,64,93,65,93,67,93,67,93
2021-05-11,"CONCORD NH",41,61,36,61,42,63,38,62,46,62,39,62
2021-05-11,"CORPUS CHRISTI",77,85,72,87,75,85,71,87,72,88,68,88
2021-05-11,"DALLAS FT WORTH",56,67,57,67,56,64,55,65,57,62,56,62
2021-05-11,"DAYTON",38,58,37,57,41,58,34,56,44,57,38,57
2021-05-11,"DAYTONA BEACH",69,88,70,88,69,89,71,89,71,86,69,86
2021-05-11,"DENVER",35,46,33,44,34,44,32,42,33,43,33,43
2021-05-11,"DES MOINES",41,62,41,61,40,62,41,63,41,61,39,61
2021-05-11,"DETROIT",36,57,37,55,37,55,39,56,36,56,39,56
2021-05-11,"DULUTH",31,58,36,58,30,58,36,58,26,59,37,59
2021-05-11,"EL PASO",63,87,59,87,66,87,60,87,73,89,59,89
2021-05-11,"ELKINS",36,59,31,59,36,59,31,60,36,58,34,58
2021-05-11,"ERIE",40,52,42,48,40,47,41,48,41,51,44,51
2021-05-11,"EUGENE",41,77,45,75,41,75,45,75,45,75,42,75
2021-05-11,"EVANSVILLE",44,64,43,64,46,64,42,65,42,65,44,65
2021-05-11,"FAIRBANKS",41,62,42,62,41,60,41,60,49,68,41,68
2021-05-11,"FARGO",32,65,39,65,30,64,38,64,29,65,39,65
2021-05-11,"FLAGSTAFF",33,70,32,69,34,70,33,70,29,71,31,71
2021-05-11,"FLINT",32,55,34,54,33,54,34,54,31,55,35,55
2021-05-11,"FORT SMITH",51,64,51,64,52,62,50,60,56,60,53,60
2021-05-11,"FORT WAYNE",32,56,34,56,35,56,34,56,39,55,36,55
2021-05-11,"FRESNO",61,95,62,94,61,95,62,95,63,93,64,93
2021-05-11,"GOODLAND",34,45,34,45,35,46,34,46,39,46,32,46
2021-05-11,"GRAND JUNCTION",39,66,39,65,39,62,38,65,40,65,39,65
2021-05-11,"GRAND RAPIDS",32,55,33,55,33,55,32,53,34,57,35,57
2021-05-11,"GREAT FALLS",31,61,36,61,34,61,35,61,36,60,33,60
2021-05-11,"GREEN BAY",33,58,35,58,32,58,33,58,33,58,32,58
2021-05-11,"GREENSBORO",54,70,48,66,53,66,47,69,53,67,51,67
2021-05-11,"HARRISBURG",44,62,42,62,45,64,41,64,47,63,45,63
2021-05-11,"HARTFORD SPGFLD",43,64,41,63,43,63,41,64,48,66,43,66
2021-05-11,"HELENA",32,64,36,64,34,64,35,63,33,63,35,63
2021-05-11,"HONOLULU",71,84,71,84,71,84,71,84,73,86,74,86
2021-05-11,"HOUSTON INTCNTL",73,82,68,83,76,88,69,88,77,90,66,90
2021-05-11,"HUNTSVILLE AL",51,71,52,70,53,71,53,71,52,70,54,70
2021-05-11,"INDIANAPOLIS",37,59,37,59,42,58,37,58,44,58,37,58
2021-05-11,"JACKSON MS",61,73,60,75,63,75,61,76,65,75,61,75
2021-05-11,"JACKSONVILLE",69,88,68,88,68,88,68,88,66,88,68,88
2021-05-11,"JUNEAU",43,51,41,51,43,50,41,50,44,51,43,51
2021-05-11,"KANSAS CITY",45,62,44,63,44,59,43,61,47,62,49,62
2021-05-11,"KEY WEST",79,89,80,89,81,89,81,88,81,86,81,86
2021-05-11,"KNOXVILLE",49,69,48,71,51,70,49,70,48,71,50,71
2021-05-11,"LAKE CHARLES",72,84,69,84,74,86,69,86,72,84,66,84
2021-05-11,"LANSING",31,55,33,55,32,55,31,53,32,56,31,56
2021-05-11,"LAS VEGAS",65,88,67,88,65,87,66,87,69,87,68,87
2021-05-11,"LEXINGTON",41,59,38,61,42,63,40,62,38,63,44,63
2021-05-11,"ABILENE TX",55,70,53,67,53,63,50,63,55,67,51,67
2021-05-11,"AKRON CANTON",36,55,36,52,39,52,34,52,43,55,36,55
2021-05-11,"ALBANY NY",40,57,37,57,40,57,39,57,38,56,40,56
2021-05-11,"ALBUQUERQUE",51,76,48,78,50,77,48,77,54,79,47,79
2021-05-11,"ALLENTOWN",41,61,39,61,40,60,37,63,39,63,38,63
2021-05-11,"AMARILLO",46,58,42,55,45,54,42,53,46,48,41,48
2021-05-11,"ANCHORAGE",43,52,41,52,43,52,42,51,41,55,43,55
2021-05-11,"ASHEVILLE",51,67,47,67,52,67,47,68,50,68,50,68
2021-05-11,"ATLANTA",60,76,58,75,61,74,57,76,63,78,60,78
2021-05-11,"ATLANTIC CITY",46,67,42,66,42,65,40,66,44,69,44,69
2021-05-11,"AUSTIN",63,76,63,78,63,75,62,77,61,78,59,78
2021-05-11,"BALTIMORE",46,67,43,68,48,67,43,68,46,69,43,69
2021-05-11,"BATON ROUGE",70,82,68,83,70,84,68,85,71,81,69,81
2021-05-11,"BILLINGS",38,60,41,62,36,61,39,61,36,60,39,60
2021-05-11,"BIRMINGHAM",57,70,56,75,58,70,56,73,60,74,58,74
2021-05-11,"BISMARCK",30,66,36,65,30,66,36,65,29,68,38,68
2021-05-11,"BOISE",43,70,48,70,42,69,48,69,41,70,46,70
2021-05-11,"BOSTON",46,63,44,62,47,64,44,63,53,66,48,66
2021-05-11,"BRIDGEPORT",45,62,43,62,46,62,43,63,47,67,45,67
2021-05-11,"BROWNSVILLE",78,91,75,91,77,91,76,92,78,93,70,93
2021-05-11,"BUFFALO",37,50,37,48,37,50,39,50,39,51,41,51
2021-05-11,"BURLINGTON VT",43,56,43,57,44,60,42,59,42,60,43,60
2021-05-11,"CARIBOU",41,55,42,53,41,55,40,59,40,62,40,62
2021-05-11,"CASPER",32,51,29,53,28,51,30,49,33,52,27,52
2021-05-11,"CHARLESTON SC",67,78,58,78,67,82,62,83,67,87,67,87
2021-05-11,"CHARLESTON WV",41,62,37,63,42,64,37,65,41,65,44,65
2021-05-11,"CHARLOTTE",55,72,50,70,57,69,51,71,58,73,53,73
2021-05-11,"CHATTANOOGA",53,73,51,73,55,73,53,74,54,71,55,71
2021-05-11,"CHEYENNE",30,38,30,39,28,37,32,36,31,34,33,35
2021-05-11,"CHICAGO",36,56,38,55,38,55,39,54,36,55,37,55
2021-05-11,"CINCINNATI",40,60,39,59,43,59,38,58,43,61,43,61
2021-05-11,"CLEVELAND",39,53,39,52,38,51,39,51,39,54,37,54
2021-05-11,"COLORADO SPGS",33,46,33,38,32,39,32,36,33,41,37,41
2021-05-11,"COLUMBIA SC",62,74,53,73,63,74,56,77,60,80,64,80
2021-05-11,"COLUMBUS GA",64,80,62,81,64,81,64,82,66,83,66,83
2021-05-11,"COLUMBUS OH",38,58,37,59,41,57,35,56,45,57,35,57
2021-05-11,"SALEM OR",43,78,47,76,43,76,47,76,45,76,47,76
2021-05-11,"SALT LAKE CITY",42,66,45,65,42,64,45,64,42,64,46,64
2021-05-11,"SAN ANGELO",58,78,55,74,56,73,54,73,56,68,55,68
2021-05-11,"SAN ANTONIO",66,80,66,82,66,79,66,82,63,86,61,86
2021-05-11,"SAN DIEGO",58,69,59,69,58,69,59,68,62,67,61,67
2021-05-11,"SAN FRANCISCO",52,78,52,75,53,75,52,76,51,72,50,72
2021-05-11,"SAN JOSE",53,84,53,85,54,85,53,86,54,83,54,83
2021-05-11,"SAN JUAN PR",74,88,79,88,76,88,79,87,77,86,76,86
2021-05-11,"SANTA FE",42,71,40,72,42,72,41,72,42,74,40,74
2021-05-11,"ST STE MARIE",35,47,33,50,34,48,33,46,37,53,36,53
2021-05-11,"SAVANNAH",67,83,64,82,67,86,67,86,66,87,68,87
2021-05-11,"SEATTLE",46,70,50,68,46,69,50,69,46,70,55,70
2021-05-11,"SHREVEPORT",58,68,58,66,59,65,55,66,59,72,59,72
2021-05-11,"SIOUX CITY",37,63,39,64,35,63,39,63,31,62,34,62
2021-05-11,"SIOUX FALLS",34,62,39,62,33,63,38,63,29,62,40,62
2021-05-11,"SOUTH BEND",33,54,34,54,34,54,34,53,32,52,33,52
2021-05-11,"SPOKANE",42,71,44,71,41,71,44,70,43,69,47,69
2021-05-11,"SPRINGFIELD IL",41,61,40,61,44,61,37,61,44,60,34,60
2021-05-11,"SPRINGFIELD MO",43,61,44,61,43,61,45,58,41,59,49,59
2021-05-11,"SYRACUSE",39,54,41,55,39,55,42,53,39,57,42,57
2021-05-11,"TALLAHASSEE",68,86,67,86,67,86,67,87,66,87,65,87
2021-05-11,"TAMPA",76,91,75,89,75,90,75,89,77,91,77,91
2021-05-11,"TOLEDO",34,58,36,57,34,56,34,55,37,58,36,58
2021-05-11,"TOPEKA",45,60,44,60,44,61,44,60,49,63,49,63
2021-05-11,"TUCSON",60,92,62,92,59,91,61,93,57,93,63,93
2021-05-11,"TULSA",50,64,50,63,49,61,50,60,46,57,54,57
2021-05-11,"TUPELO",53,69,53,71,56,69,55,65,55,68,57,68
2021-05-11,"WACO",59,71,58,72,59,69,57,68,59,64,58,64
2021-05-11,"WASHINGTON DC",50,68,47,68,51,68,46,69,52,70,50,70
2021-05-11,"W PALM BEACH",74,88,75,88,74,88,75,88,76,91,80,91
2021-05-11,"WICHITA",47,58,47,57,46,57,46,57,47,61,46,61
2021-05-11,"WICHITA FALLS",53,65,51,62,52,59,50,61,53,60,53,60
2021-05-11,"WILKES BARRE",39,59,40,59,40,60,41,56,37,58,40,58
2021-05-11,"WILMINGTON DE",46,66,42,65,45,64,42,65,45,68,43,68
2021-05-11,"YAKIMA",43,77,49,76,43,76,50,77,41,77,49,77
2021-05-11,"YOUNGSTOWN",34,53,35,52,37,52,34,52,40,54,36,54
2021-05-11,"YUMA",64,95,66,95,59,95,66,95,67,95,67,95
2021-05-11,"LINCOLN",41,60,42,61,39,62,41,62,41,64,37,64
2021-05-11,"LITTLE ROCK",51,65,51,65,52,63,50,59,56,62,54,62
2021-05-11,"LOS ANGELES",57,74,59,73,60,74,59,75,61,72,62,72
2021-05-11,"LOUISVILLE",43,64,42,64,45,64,42,65,48,67,48,67
2021-05-11,"LUBBOCK",50,64,46,64,49,61,45,59,51,55,42,55
2021-05-11,"MACON",63,82,60,82,63,82,62,82,62,86,67,86
2021-05-11,"MADISON",34,58,36,58,32,59,34,59,30,59,36,59
2021-05-11,"MEDFORD",44,83,50,83,44,83,48,83,45,84,49,84
2021-05-11,"MEMPHIS",51,68,52,69,53,68,53,65,55,69,56,69
2021-05-11,"MIAMI BEACH",76,88,77,88,75,88,77,88,76,90,79,90
2021-05-11,"MIDLAND ODESSA",56,72,48,72,55,74,45,69,55,69,50,69
2021-05-11,"MILWAUKEE",36,52,38,50,36,51,36,52,37,52,36,52
2021-05-11,"MPLS ST PAUL",37,63,41,63,36,63,41,62,36,63,42,63
2021-05-11,"MISSOULA",35,66,37,65,34,65,36,64,30,66,37,66
2021-05-11,"MOBILE",68,83,66,83,67,83,66,82,66,74,66,74
2021-05-11,"MONTGOMERY",65,79,64,82,65,82,65,83,68,82,67,82
2021-05-11,"NASHVILLE",46,70,48,69,46,69,48,69,45,72,53,72
2021-05-11,"NEW ORLEANS",72,83,71,84,72,83,71,85,71,81,71,81
2021-05-11,"NEW YORK CITY",48,64,45,64,49,63,45,64,49,67,46,67
2021-05-11,"NEWARK",48,65,45,66,49,65,45,66,50,70,47,70
2021-05-11,"NORFOLK VA",56,68,52,66,53,67,50,67,55,70,53,70
2021-05-11,"NORTH PLATTE",37,55,35,56,37,56,33,57,41,60,29,60
2021-05-11,"OKLAHOMA CITY",48,57,48,58,49,56,48,57,50,57,49,57
2021-05-11,"OMAHA",42,61,42,62,40,63,42,63,41,63,38,63
2021-05-11,"ORLANDO",71,93,72,93,71,93,72,93,71,91,72,91
2021-05-11,"PADUCAH",46,66,46,67,46,66,47,67,44,68,52,68
2021-05-11,"PENDLETON",40,75,46,74,40,74,46,75,40,75,46,75
2021-05-11,"PEORIA",39,61,38,60,41,61,36,59,40,60,37,60
2021-05-11,"PHILADELPHIA",48,65,44,65,47,64,43,67,48,67,46,67
2021-05-11,"PHOENIX",67,96,70,95,60,96,69,95,68,95,70,95
2021-05-11,"PITTSBURGH",38,55,35,55,39,55,35,56,40,56,35,56
2021-05-11,"POCATELLO",32,65,35,64,31,65,36,63,28,62,32,62
2021-05-11,"PORTLAND ME",45,59,41,59,45,62,42,61,49,63,39,63
2021-05-11,"PORTLAND OR",46,79,50,76,46,76,50,76,48,76,51,76
2021-05-11,"PROVIDENCE",46,64,43,64,45,65,44,65,49,66,44,66
2021-05-11,"PUEBLO",36,53,35,42,35,43,34,40,35,44,41,44
2021-05-11,"RALEIGH DURHAM",55,71,49,66,54,66,49,68,55,70,52,70
2021-05-11,"RAPID CITY",34,56,35,56,31,58,35,59,31,61,31,61
2021-05-11,"RENO",41,79,47,79,40,78,46,78,42,75,48,75
2021-05-11,"RICHMOND",49,71,46,70,48,70,47,70,46,73,52,73
2021-05-11,"ROANOKE",48,70,45,69,50,68,45,68,51,74,50,74
2021-05-11,"ROCHESTER NY",37,52,38,51,36,52,39,51,36,54,38,54
2021-05-11,"ROCKFORD",33,59,35,60,36,60,37,61,36,61,35,61
2021-05-11,"SACRAMENTO",59,95,57,95,63,95,58,94,53,92,NA,NA
2021-05-11,"ST LOUIS",47,63,44,63,47,64,43,63,43,60,45,60
2021-05-11,"ST PETERSBURG",76,89,77,89,76,88,77,88,77,88,76,88
2021-05-11,"ST THOMAS VI",77,87,77,86,76,86,76,87,79,85,79,85
2021-05-12,"SALEM OR",47,80,49,81,48,81,48,80,47,81,51,81
2021-05-12,"SALT LAKE CITY",44,74,52,74,44,74,52,73,46,75,52,75
2021-05-12,"SAN ANGELO",54,64,53,63,54,64,53,64,55,67,56,67
2021-05-12,"SAN ANTONIO",63,71,60,71,64,70,60,71,61,76,60,76
2021-05-12,"SAN DIEGO",58,71,60,69,61,68,60,69,61,69,65,69
2021-05-12,"SAN FRANCISCO",52,71,52,72,52,73,51,72,50,68,52,68
2021-05-12,"SAN JOSE",53,82,53,83,54,84,52,83,54,74,52,74
2021-05-12,"SAN JUAN PR",79,86,78,86,79,86,77,86,76,87,76,87
2021-05-12,"SANTA FE",42,70,41,70,43,69,42,69,40,71,44,71
2021-05-12,"ST STE MARIE",31,58,38,60,35,58,35,59,36,62,35,62
2021-05-12,"SAVANNAH",65,71,52,74,67,72,52,75,68,78,49,78
2021-05-12,"SEATTLE",50,71,50,70,51,70,51,69,55,71,50,71
2021-05-12,"SHREVEPORT",57,67,52,67,58,66,50,64,59,66,57,66
2021-05-12,"SIOUX CITY",39,65,41,66,38,65,42,66,34,65,35,65
2021-05-12,"SIOUX FALLS",39,64,42,65,38,65,43,66,40,67,47,67
2021-05-12,"SOUTH BEND",34,61,36,61,33,61,36,61,33,61,32,61
2021-05-12,"SPOKANE",44,74,45,73,46,71,44,71,47,71,49,71
2021-05-12,"SPRINGFIELD IL",39,63,42,64,37,64,39,62,34,64,35,64
2021-05-12,"SPRINGFIELD MO",44,61,42,62,44,63,40,62,49,64,39,64
2021-05-12,"SYRACUSE",40,60,40,62,40,62,39,62,42,64,39,64
2021-05-12,"TALLAHASSEE",67,84,61,85,67,85,59,85,65,81,56,81
2021-05-12,"TAMPA",76,91,75,89,75,89,74,90,77,92,76,92
2021-05-12,"TOLEDO",35,64,39,63,35,63,36,64,36,65,38,65
2021-05-12,"TOPEKA",44,63,42,63,44,63,41,63,49,65,38,65
2021-05-12,"TUCSON",62,95,65,96,62,96,64,96,62,97,64,97
2021-05-12,"TULSA",50,63,47,65,49,67,45,67,54,69,48,69
2021-05-12,"TUPELO",54,68,50,67,54,68,49,66,57,74,50,74
2021-05-12,"WACO",59,67,53,65,57,66,54,64,58,65,60,65
2021-05-12,"WASHINGTON DC",46,67,48,67,47,67,50,67,50,69,49,69
2021-05-12,"W PALM BEACH",75,88,74,88,75,88,74,89,80,92,75,92
2021-05-12,"WICHITA",47,62,43,61,46,61,43,63,46,66,45,66
2021-05-12,"WICHITA FALLS",50,64,49,63,51,66,48,65,53,66,49,66
2021-05-12,"WILKES BARRE",39,62,40,64,39,63,38,64,40,66,35,66
2021-05-12,"WILMINGTON DE",43,67,44,68,42,65,44,65,43,70,44,70
2021-05-12,"YAKIMA",50,81,49,80,46,79,48,80,49,80,46,80
2021-05-12,"YOUNGSTOWN",35,58,37,58,35,60,34,59,36,62,34,62
2021-05-12,"YUMA",66,98,67,99,65,98,66,98,67,98,68,98
2021-05-12,"LINCOLN",40,65,42,64,40,65,42,65,37,67,43,67
2021-05-12,"LITTLE ROCK",52,65,48,67,51,66,48,65,54,70,52,70
2021-05-12,"LOS ANGELES",61,75,59,77,62,76,63,76,62,73,61,73
2021-05-12,"LOUISVILLE",43,64,43,65,42,66,44,66,48,67,44,67
2021-05-12,"LUBBOCK",46,59,47,60,45,62,46,64,42,70,47,70
2021-05-12,"MACON",61,69,50,71,62,68,48,70,67,70,47,70
2021-05-12,"MADISON",35,64,39,63,34,64,38,65,36,65,37,65
2021-05-12,"MEDFORD",48,88,51,88,48,88,51,88,48,87,51,87
2021-05-12,"MEMPHIS",52,66,49,67,53,67,49,68,56,70,54,70
2021-05-12,"MIAMI BEACH",77,88,76,88,77,88,76,88,79,89,76,89
2021-05-12,"MIDLAND ODESSA",50,62,48,61,49,62,49,64,50,71,52,71
2021-05-12,"MILWAUKEE",39,56,40,56,36,57,40,57,36,59,45,59
2021-05-12,"MPLS ST PAUL",41,66,47,67,39,66,46,67,42,69,48,69
2021-05-12,"MISSOULA",37,70,43,68,36,69,43,69,37,70,44,70
2021-05-12,"MOBILE",66,76,60,78,66,78,60,78,66,79,61,79
2021-05-12,"MONTGOMERY",64,74,56,74,65,73,55,75,67,71,53,71
2021-05-12,"NASHVILLE",48,66,45,66,49,65,46,66,53,69,44,69
2021-05-12,"NEW ORLEANS",71,77,65,78,69,78,66,79,71,81,69,81
2021-05-12,"NEW YORK CITY",44,64,47,66,44,67,48,66,46,68,50,68
2021-05-12,"NEWARK",45,67,48,68,44,69,48,68,47,71,50,71
2021-05-12,"NORFOLK VA",50,62,50,63,53,60,51,60,53,59,45,59
2021-05-12,"NORTH PLATTE",35,60,39,59,33,60,40,61,29,62,39,62
2021-05-12,"OKLAHOMA CITY",48,62,46,62,48,63,46,63,49,66,47,66
2021-05-12,"OMAHA",41,65,43,66,40,66,42,66,38,67,43,67
2021-05-12,"ORLANDO",72,93,73,92,72,92,72,92,72,90,71,90
2021-05-12,"PADUCAH",46,65,44,65,46,66,43,65,52,67,42,67
2021-05-12,"PENDLETON",47,81,49,79,43,78,47,80,46,81,49,81
2021-05-12,"PEORIA",38,64,40,63,36,63,40,63,37,63,37,63
2021-05-12,"PHILADELPHIA",45,67,46,68,44,68,47,68,46,69,47,69
2021-05-12,"PHOENIX",69,99,71,99,70,100,71,100,69,101,73,101
2021-05-12,"PITTSBURGH",35,59,37,60,36,60,35,60,35,63,36,63
2021-05-12,"POCATELLO",35,72,42,70,34,72,43,71,32,72,47,72
2021-05-12,"PORTLAND ME",42,59,43,61,42,62,42,61,39,64,40,64
2021-05-12,"PORTLAND OR",50,80,51,80,50,80,51,80,51,80,53,80
2021-05-12,"PROVIDENCE",43,64,45,65,44,65,46,66,44,70,44,70
2021-05-12,"PUEBLO",33,60,39,58,35,61,39,55,41,60,38,60
2021-05-12,"RALEIGH DURHAM",50,60,46,59,49,57,43,55,51,54,37,54
2021-05-12,"RAPID CITY",35,61,37,61,35,60,38,62,31,65,31,65
2021-05-12,"RENO",45,85,50,85,47,85,51,85,48,85,52,85
2021-05-12,"RICHMOND",47,66,45,65,48,65,44,64,51,64,43,64
2021-05-12,"ROANOKE",45,64,44,64,44,65,44,63,50,62,38,62
2021-05-12,"ROCHESTER NY",39,56,41,60,40,60,40,60,38,62,42,62
2021-05-12,"ROCKFORD",34,65,39,66,35,66,38,64,35,67,39,67
2021-05-12,"SACRAMENTO",59,94,55,94,57,94,55,94,NA,NA,53,78
2021-05-12,"ST LOUIS",43,65,44,65,43,65,43,65,45,65,45,65
2021-05-12,"ST PETERSBURG",77,88,76,87,77,88,76,89,76,86,77,86
2021-05-12,"ST THOMAS VI",77,87,77,87,76,87,76,87,79,86,78,86
2021-05-12,"ABILENE TX",52,61,52,60,51,61,51,62,51,63,57,63
2021-05-12,"AKRON CANTON",36,59,38,58,37,60,34,59,36,63,37,63
2021-05-12,"ALBANY NY",37,60,38,60,39,61,39,62,40,61,33,61
2021-05-12,"ALBUQUERQUE",48,75,50,76,49,75,50,72,47,76,53,76
2021-05-12,"ALLENTOWN",39,64,41,65,38,66,41,66,38,67,39,67
2021-05-12,"AMARILLO",42,54,44,58,42,58,43,61,41,60,44,60
2021-05-12,"ANCHORAGE",42,52,39,52,42,52,40,53,41,54,44,54
2021-05-12,"ASHEVILLE",47,59,42,57,47,55,42,52,49,50,43,50
2021-05-12,"ATLANTA",58,64,50,63,58,61,49,62,60,61,48,61
2021-05-12,"ATLANTIC CITY",43,67,44,66,42,68,44,68,44,69,42,69
2021-05-12,"AUSTIN",61,69,58,68,62,67,58,69,59,73,58,73
2021-05-12,"BALTIMORE",44,67,45,68,44,67,45,67,43,70,40,70
2021-05-12,"BATON ROUGE",69,74,62,76,67,76,61,77,69,80,65,80
2021-05-12,"BILLINGS",40,66,45,66,39,66,45,65,39,66,45,66
2021-05-12,"BIRMINGHAM",56,68,51,67,57,65,51,67,58,73,50,73
2021-05-12,"BISMARCK",36,69,40,69,37,69,41,71,38,74,39,74
2021-05-12,"BOISE",48,79,54,80,48,78,53,79,46,82,54,82
2021-05-12,"BOSTON",45,63,46,63,45,64,46,65,48,69,51,69
2021-05-12,"BRIDGEPORT",43,64,45,65,42,65,47,65,45,69,47,69
2021-05-12,"BROWNSVILLE",75,84,71,86,77,80,70,80,70,83,70,83
2021-05-12,"BUFFALO",38,57,41,59,39,59,38,60,41,60,40,60
2021-05-12,"BURLINGTON VT",42,60,42,60,44,60,39,62,43,64,42,64
2021-05-12,"CARIBOU",40,53,40,52,38,55,37,55,40,55,32,55
2021-05-12,"CASPER",28,63,34,63,31,63,32,63,27,64,29,64
2021-05-12,"CHARLESTON SC",61,67,51,68,63,67,50,68,67,72,48,72
2021-05-12,"CHARLESTON WV",37,62,37,63,37,62,38,66,44,64,35,64
2021-05-12,"CHARLOTTE",50,61,46,60,51,57,45,55,51,53,39,53
2021-05-12,"CHATTANOOGA",52,66,48,62,52,62,49,61,55,69,49,69
2021-05-12,"CHEYENNE",29,52,33,52,31,54,35,54,33,60,35,60
2021-05-12,"CHICAGO",36,61,41,61,38,61,42,61,37,62,41,62
2021-05-12,"CINCINNATI",39,61,40,62,39,62,39,62,43,64,42,64
2021-05-12,"CLEVELAND",39,57,41,57,39,57,35,58,37,60,34,60
2021-05-12,"COLORADO SPGS",31,54,36,52,32,56,39,53,37,54,38,54
2021-05-12,"COLUMBIA SC",54,59,48,58,56,59,47,60,62,64,46,64
2021-05-12,"COLUMBUS GA",63,71,53,71,64,70,51,69,66,69,48,69
2021-05-12,"COLUMBUS OH",36,61,38,61,35,62,37,62,35,63,36,63
2021-05-12,"CONCORD NH",38,61,41,62,40,63,36,64,39,65,36,65
2021-05-12,"CORPUS CHRISTI",71,80,64,81,70,76,65,76,68,80,65,80
2021-05-12,"DALLAS FT WORTH",57,67,55,66,55,66,55,64,56,63,61,63
2021-05-12,"DAYTON",37,61,39,61,35,61,38,62,38,63,39,63
2021-05-12,"DAYTONA BEACH",70,90,69,89,71,89,69,89,69,91,71,91
2021-05-12,"DENVER",33,59,39,61,32,61,38,60,33,63,42,63
2021-05-12,"DES MOINES",41,64,43,64,39,65,42,65,39,64,43,64
2021-05-12,"DETROIT",37,64,39,63,37,63,39,64,39,65,40,65
2021-05-12,"DULUTH",36,64,41,64,35,64,40,64,37,69,48,69
2021-05-12,"EL PASO",59,79,57,79,59,81,60,79,59,83,59,83
2021-05-12,"ELKINS",31,58,32,59,31,58,31,61,34,60,29,60
2021-05-12,"ERIE",41,58,43,54,42,58,38,55,44,59,37,59
2021-05-12,"EUGENE",45,79,47,79,45,79,46,78,42,78,57,78
2021-05-12,"EVANSVILLE",42,65,44,65,42,65,42,65,44,66,43,66
2021-05-12,"FAIRBANKS",41,57,39,57,41,56,35,56,41,63,39,63
2021-05-12,"FARGO",39,69,44,69,38,69,45,70,39,72,48,72
2021-05-12,"FLAGSTAFF",34,74,34,73,34,74,33,74,31,73,33,73
2021-05-12,"FLINT",34,63,36,62,33,62,36,63,35,64,32,64
2021-05-12,"FORT SMITH",51,64,48,67,51,67,46,67,53,70,54,70
2021-05-12,"FORT WAYNE",34,61,36,61,34,61,37,62,36,64,36,64
2021-05-12,"FRESNO",62,97,63,97,61,98,63,98,63,98,65,98
2021-05-12,"GOODLAND",34,54,38,55,36,57,39,58,32,57,39,57
